employee_id,firstname,lastname,age,gender,maritalstatus,department,jobrole,monthlyincome,educationlevel,hiredate,employmentstatus,managerid,businesstravel,overtime,presence_score,total_hours,late_count,overtime_count,eng_survey_id,eng_q_work_life_balance,eng_q_manager_support,eng_q_growth_opportunity,eng_q_recognition,eng_year,eng_month,perf_review_date,perf_review_cycle,perf_overall_rating,perf_goals_score,perf_manager_score,perf_potential_rating,perf_bonus_percentage,perf_promotion_recommendation,perf_year,perf_quarter
84,Emp84,LN84,21,Female,Divorced,It,Systems Admin,19467,High School,2012-04-06,Active,20.0,Travel_Rarely,No,0.0,2112.21,27.0,117.0,10269.0,3.0,3.6666666666666665,2.6666666666666665,2.0,2021.6666666666667,7.333333333333333,2023-06-15,Mid-Year,3.0,2.73,2.57,Medium,6.0,No,2023.0,2.0
85,Emp85,LN85,28,Female,Divorced,Finance,Finance Manager,11069,PhD,2005-09-21,Terminated,132.0,Travel_Rarely,Yes,0.0,2097.21,22.0,124.0,10273.5,3.1666666666666665,3.0,3.3333333333333335,2.6666666666666665,2022.0,5.833333333333333,2023-06-15,Mid-Year,4.0,3.22,2.92,High,10.0,No,2023.0,2.0
86,Emp86,LN86,34,Male,Divorced,Marketing,Brand Manager,6084,Master's,2008-05-03,Active,55.0,Travel_Frequently,No,0.0,2122.02,23.0,128.0,10278.0,2.3333333333333335,2.6666666666666665,3.6666666666666665,2.3333333333333335,2021.6666666666667,6.333333333333333,2023-06-15,Mid-Year,3.0,2.09,2.88,High,6.0,No,2023.0,2.0
87,Emp87,LN87,58,Female,Single,Marketing,Marketing Analyst,10981,Bachelor's,2014-07-17,Terminated,105.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10280.5,3.0,2.0,3.5,5.0,2023.0,7.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
88,Emp88,LN88,29,Nonbinary,Married,It,IT Support,9483,Associate's,2016-01-30,Active,34.0,Travel_Frequently,No,0.0,2209.83,15.0,129.0,10285.0,2.857142857142857,2.2857142857142856,3.4285714285714284,3.4285714285714284,2021.857142857143,7.0,2023-06-15,Mid-Year,3.0,2.64,2.32,Low,6.0,No,2023.0,2.0
89,Emp89,LN89,54,Male,Divorced,R&D,Principal Researcher,7515,Associate's,2019-05-22,Terminated,18.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10291.0,2.8,3.0,2.8,2.8,2022.0,7.6,,,0.0,0.0,0.0,,0.0,,0.0,0.0
90,Emp90,LN90,58,Male,Married,Customer Success,Customer Success Manager,16709,Associate's,2005-12-24,Active,69.0,Travel_Rarely,Yes,0.0,2120.51,19.0,118.0,10295.0,4.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,2022.3333333333333,6.0,2023-06-15,Mid-Year,3.0,1.87,2.26,Medium,6.0,No,2023.0,2.0
91,Emp91,LN91,28,Male,Single,Human Resources,HR Manager,10035,High School,2020-11-19,Leave of Absence,126.0,Non-Travel,Yes,0.0,2131.11,17.0,123.0,10298.0,3.6666666666666665,2.6666666666666665,3.0,2.6666666666666665,2021.0,5.0,2023-06-15,Mid-Year,3.0,2.37,3.44,Medium,6.0,No,2023.0,2.0
92,Emp92,LN92,51,Male,Divorced,Operations,Logistics Coordinator,16759,High School,2015-06-07,Terminated,10.0,Non-Travel,No,0.0,0.0,0.0,0.0,10301.0,2.3333333333333335,2.6666666666666665,4.0,3.0,2022.3333333333333,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
93,Emp93,LN93,43,Nonbinary,Single,Operations,Logistics Coordinator,15824,Bachelor's,2016-01-26,Leave of Absence,44.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10303.5,3.5,5.0,4.0,2.0,2021.5,2.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
94,Emp94,LN94,51,Nonbinary,Single,Operations,Logistics Coordinator,14272,Associate's,2020-11-26,Terminated,10.0,Travel_Frequently,Yes,0.0,2090.74,30.0,109.0,10307.0,3.2,2.6,3.6,3.4,2021.6,7.6,2023-06-15,Mid-Year,4.0,3.53,4.01,High,10.0,No,2023.0,2.0
95,Emp95,LN95,21,Nonbinary,Divorced,Customer Success,Customer Success Manager,10408,Master's,2016-12-22,Terminated,47.0,Travel_Rarely,Yes,0.0,2119.46,27.0,121.0,10310.0,5.0,4.0,3.0,3.0,2022.0,10.0,2023-06-15,Mid-Year,3.0,2.73,3.0,Medium,6.0,No,2023.0,2.0
96,Emp96,LN96,44,Male,Divorced,R&D,Lab Technician,19058,Bachelor's,2006-11-24,Leave of Absence,26.0,Non-Travel,No,0.0,2067.59,16.0,117.0,10312.0,3.6666666666666665,2.6666666666666665,3.0,3.0,2021.0,4.333333333333333,2023-06-15,Mid-Year,3.0,2.72,1.75,Medium,6.0,Yes,2023.0,2.0
97,Emp97,LN97,41,Male,Single,Operations,Operations Analyst,16585,Bachelor's,2012-07-24,Leave of Absence,89.0,Travel_Rarely,No,0.0,2107.15,21.0,120.0,10314.5,2.5,4.0,2.5,3.5,2022.0,1.5,2023-06-15,Mid-Year,2.0,1.12,1.99,High,3.0,No,2023.0,2.0
98,Emp98,LN98,45,Male,Married,Operations,Operations Analyst,8404,Master's,2014-11-29,Leave of Absence,92.0,Travel_Rarely,Yes,0.0,2106.84,26.0,114.0,10316.0,4.0,2.0,4.0,4.0,2021.0,1.0,2023-06-15,Mid-Year,2.0,1.93,1.6,High,3.0,No,2023.0,2.0
99,Emp99,LN99,44,Male,Divorced,R&D,Lab Technician,18807,Bachelor's,2007-02-28,Terminated,37.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10319.0,3.0,2.0,2.2,2.4,2022.2,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
100,Emp100,LN100,51,Male,Divorced,Marketing,SEO Specialist,7621,Master's,2007-04-30,Terminated,116.0,Travel_Rarely,No,0.0,2147.24,28.0,130.0,10323.5,3.75,3.0,3.25,3.25,2022.0,4.0,2023-06-15,Mid-Year,3.0,1.97,2.23,High,6.0,No,2023.0,2.0
101,Emp101,LN101,40,Nonbinary,Married,Finance,Finance Manager,12183,PhD,2016-09-05,Leave of Absence,70.0,Travel_Frequently,No,0.0,2138.16,24.0,131.0,10327.0,3.3333333333333335,4.0,3.0,1.6666666666666667,2021.3333333333333,4.0,2023-06-15,Mid-Year,3.0,2.01,2.52,Medium,6.0,No,2023.0,2.0
102,Emp102,LN102,48,Male,Divorced,It,IT Support,7352,Bachelor's,2011-07-18,Active,85.0,Travel_Rarely,No,0.0,2153.25,17.0,147.0,10329.5,4.5,3.5,3.5,3.5,2022.0,2.5,2023-06-15,Mid-Year,4.0,3.37,4.48,High,10.0,No,2023.0,2.0
103,Emp103,LN103,60,Nonbinary,Divorced,R&D,Lab Technician,5099,Master's,2006-11-24,Active,107.0,Travel_Rarely,Yes,0.0,2135.46,23.0,118.0,10332.0,3.0,1.6666666666666667,4.666666666666667,4.0,2022.0,2.3333333333333335,2023-06-15,Mid-Year,3.0,1.82,2.91,Medium,6.0,Yes,2023.0,2.0
104,Emp104,LN104,57,Female,Divorced,Engineering,Data Engineer,13069,High School,2014-10-02,Terminated,129.0,Travel_Rarely,Yes,0.0,2091.85,25.0,123.0,10337.5,3.25,2.375,3.125,2.125,2022.25,5.375,2023-06-15,Mid-Year,3.0,1.83,2.16,Medium,6.0,No,2023.0,2.0
105,Emp105,LN105,44,Male,Married,Marketing,SEO Specialist,12338,PhD,2014-04-28,Leave of Absence,124.0,Travel_Frequently,No,0.0,2119.82,29.0,130.0,10342.0,3.0,4.0,4.0,5.0,2022.0,9.0,2023-06-15,Mid-Year,4.0,2.94,2.91,Medium,10.0,No,2023.0,2.0
106,Emp106,LN106,23,Male,Single,R&D,Lab Technician,19172,PhD,2014-02-18,Active,54.0,Travel_Frequently,Yes,0.0,2074.54,23.0,113.0,10343.0,2.0,3.0,1.0,1.0,2021.0,6.0,2023-06-15,Mid-Year,4.0,3.23,3.84,Medium,10.0,No,2023.0,2.0
107,Emp107,LN107,40,Female,Single,R&D,Principal Researcher,6245,PhD,2013-07-29,Leave of Absence,127.0,Travel_Rarely,No,0.0,2114.67,16.0,125.0,10346.0,2.6,2.8,4.0,3.2,2021.6,5.0,2023-06-15,Mid-Year,3.0,2.1,2.25,Medium,6.0,No,2023.0,2.0
108,Emp108,LN108,32,Female,Divorced,Operations,Logistics Coordinator,7842,Master's,2014-04-16,Active,82.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10352.0,3.2857142857142856,3.5714285714285716,3.5714285714285716,3.142857142857143,2022.4285714285713,5.428571428571429,,,0.0,0.0,0.0,,0.0,,0.0,0.0
109,Emp109,LN109,24,Male,Divorced,Human Resources,Recruiter,6875,High School,2013-06-24,Active,68.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10356.5,2.0,2.0,3.0,3.5,2021.5,11.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
110,Emp110,LN110,21,Male,Single,It,Network Engineer,10283,PhD,2016-04-28,Active,10.0,Travel_Frequently,Yes,0.0,2114.4,24.0,121.0,10359.5,3.0,2.25,2.5,3.5,2021.25,5.25,2023-06-15,Mid-Year,3.0,1.92,2.37,Medium,6.0,No,2023.0,2.0
111,Emp111,LN111,21,Male,Divorced,Customer Success,Customer Success Manager,4905,High School,2009-07-21,Leave of Absence,67.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10362.0,1.0,2.0,3.0,1.0,2023.0,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
112,Emp112,LN112,25,Male,Married,Marketing,SEO Specialist,5531,Bachelor's,2006-10-06,Terminated,2.0,Non-Travel,No,0.0,2134.42,26.0,119.0,10365.5,2.5,3.5,3.1666666666666665,2.6666666666666665,2022.0,6.5,2023-06-15,Mid-Year,3.0,2.75,2.8,Medium,6.0,No,2023.0,2.0
113,Emp113,LN113,40,Female,Married,It,Network Engineer,19767,Master's,2010-10-25,Active,87.0,Travel_Frequently,No,0.0,2050.85,27.0,116.0,10370.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665,2022.0,7.333333333333333,2023-06-15,Mid-Year,2.0,1.32,1.76,High,3.0,No,2023.0,2.0
114,Emp114,LN114,44,Nonbinary,Married,Customer Success,Customer Success Manager,15958,Bachelor's,2016-06-05,Active,117.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10373.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.6666666666666665,2023.0,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
115,Emp115,LN115,43,Nonbinary,Divorced,Customer Success,Customer Success Manager,6725,Bachelor's,2007-04-26,Active,47.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10375.0,5.0,2.0,2.0,5.0,2021.0,8.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
116,Emp116,LN116,52,Male,Divorced,Operations,Logistics Coordinator,4947,Bachelor's,2010-04-09,Active,43.0,Travel_Frequently,No,0.0,2082.43,29.0,113.0,10377.0,3.0,2.6666666666666665,3.0,3.3333333333333335,2022.3333333333333,10.0,2023-06-15,Mid-Year,2.0,1.0,1.79,High,3.0,No,2023.0,2.0
117,Emp117,LN117,46,Nonbinary,Married,Customer Success,Support Associate,18197,High School,2006-10-02,Leave of Absence,114.0,Travel_Rarely,No,0.0,2120.57,18.0,132.0,10379.5,3.5,2.5,3.0,3.5,2021.5,4.5,2023-06-15,Mid-Year,3.0,2.65,1.49,Medium,6.0,No,2023.0,2.0
118,Emp118,LN118,39,Female,Divorced,Sales,Sales Representative,5152,PhD,2020-05-04,Terminated,92.0,Travel_Frequently,Yes,0.0,2113.96,24.0,127.0,10384.5,2.875,3.0,3.125,2.75,2021.875,7.0,2023-06-15,Mid-Year,5.0,4.01,4.8,Medium,15.0,No,2023.0,2.0
119,Emp119,LN119,43,Male,Divorced,Marketing,Marketing Analyst,9415,High School,2016-08-31,Terminated,135.0,Non-Travel,Yes,0.0,2146.81,29.0,118.0,10390.0,4.333333333333333,2.0,4.333333333333333,2.3333333333333335,2021.3333333333333,8.333333333333334,2023-06-15,Mid-Year,2.0,1.42,1.81,Low,3.0,No,2023.0,2.0
120,Emp120,LN120,38,Nonbinary,Divorced,Marketing,Marketing Analyst,19462,Associate's,2013-11-23,Active,2.0,Travel_Rarely,No,0.0,2132.37,30.0,110.0,10393.5,2.25,3.0,2.75,3.0,2021.25,3.25,2023-06-15,Mid-Year,3.0,2.77,3.32,High,6.0,No,2023.0,2.0
121,Emp121,LN121,47,Male,Married,Marketing,SEO Specialist,8658,PhD,2021-12-14,Leave of Absence,51.0,Travel_Frequently,No,0.0,2149.4,24.0,134.0,10398.0,2.2,1.8,2.8,2.6,2022.4,9.0,2023-06-15,Mid-Year,3.0,2.03,3.32,Medium,6.0,No,2023.0,2.0
122,Emp122,LN122,56,Female,Divorced,Customer Success,Support Associate,4094,Associate's,2016-05-21,Leave of Absence,70.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10401.5,3.0,4.0,3.5,2.5,2023.0,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
123,Emp123,LN123,23,Nonbinary,Divorced,It,Systems Admin,3971,Bachelor's,2012-12-13,Terminated,121.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10403.0,2.0,2.0,1.0,3.0,2022.0,3.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
124,Emp124,LN124,29,Female,Single,Finance,Finance Manager,18608,Associate's,2020-09-25,Active,17.0,Travel_Frequently,Yes,0.0,2079.35,24.0,113.0,10406.5,2.3333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335,2022.5,4.166666666666667,2023-06-15,Mid-Year,3.0,2.76,2.78,High,6.0,No,2023.0,2.0
125,Emp125,LN125,56,Female,Divorced,Customer Success,Support Associate,16741,Bachelor's,2013-07-05,Active,3.0,Non-Travel,No,0.0,2147.78,23.0,126.0,10411.0,4.0,1.6666666666666667,3.6666666666666665,4.0,2022.0,4.0,2023-06-15,Mid-Year,3.0,2.72,3.26,High,6.0,No,2023.0,2.0
126,Emp126,LN126,44,Nonbinary,Divorced,Human Resources,Recruiter,19697,Bachelor's,2014-09-10,Active,3.0,Travel_Rarely,No,0.0,2054.53,23.0,117.0,10415.0,4.0,2.4,3.8,3.0,2021.4,5.6,2023-06-15,Mid-Year,3.0,1.8,2.12,Medium,6.0,No,2023.0,2.0
127,Emp127,LN127,49,Nonbinary,Married,R&D,Principal Researcher,11093,High School,2012-02-23,Leave of Absence,40.0,Non-Travel,No,0.0,0.0,0.0,0.0,10419.5,2.75,2.0,2.0,2.5,2022.5,6.75,,,0.0,0.0,0.0,,0.0,,0.0,0.0
128,Emp128,LN128,20,Male,Divorced,R&D,Research Scientist,3727,PhD,2020-11-13,Leave of Absence,46.0,Travel_Rarely,No,0.0,2120.86,25.0,111.0,10423.0,2.3333333333333335,2.0,2.6666666666666665,2.6666666666666665,2022.0,6.666666666666667,2023-06-15,Mid-Year,5.0,3.52,4.7,Medium,15.0,No,2023.0,2.0
129,Emp129,LN129,31,Male,Married,Finance,Financial Analyst,3331,High School,2013-03-07,Terminated,99.0,Travel_Frequently,Yes,0.0,2035.16,21.0,119.0,10425.5,4.0,3.5,2.5,3.5,2022.5,10.5,2023-06-15,Mid-Year,4.0,3.69,3.88,Medium,10.0,No,2023.0,2.0
130,Emp130,LN130,46,Nonbinary,Divorced,Finance,Finance Manager,4347,High School,2013-06-28,Terminated,115.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10428.0,2.6666666666666665,2.3333333333333335,3.6666666666666665,3.6666666666666665,2022.3333333333333,5.666666666666667,,,0.0,0.0,0.0,,0.0,,0.0,0.0
131,Emp131,LN131,37,Nonbinary,Married,Finance,Finance Manager,6026,Master's,2008-10-26,Terminated,131.0,Travel_Frequently,Yes,0.0,2123.87,25.0,125.0,10432.5,1.8333333333333333,2.0,4.166666666666667,3.8333333333333335,2022.0,7.333333333333333,2023-06-15,Mid-Year,3.0,2.83,2.36,High,6.0,No,2023.0,2.0
132,Emp132,LN132,60,Male,Married,R&D,Principal Researcher,18308,Associate's,2005-09-07,Terminated,79.0,Non-Travel,Yes,0.0,2153.3,26.0,132.0,10437.0,3.0,3.6666666666666665,3.3333333333333335,3.3333333333333335,2022.3333333333333,4.333333333333333,2023-06-15,Mid-Year,3.0,2.48,3.47,Medium,6.0,No,2023.0,2.0
133,Emp133,LN133,56,Male,Divorced,Engineering,Software Engineer,19834,PhD,2009-08-29,Leave of Absence,119.0,Travel_Frequently,No,0.0,2171.7,20.0,134.0,10440.5,2.5,3.5,3.25,2.75,2021.75,4.75,2023-06-15,Mid-Year,4.0,2.6,2.95,Medium,10.0,No,2023.0,2.0
134,Emp134,LN134,45,Female,Married,It,Systems Admin,14074,Associate's,2020-07-03,Terminated,121.0,Travel_Rarely,Yes,0.0,2124.89,27.0,120.0,10443.5,4.0,3.5,3.0,3.0,2022.0,9.5,2023-06-15,Mid-Year,4.0,3.8,2.32,Medium,10.0,No,2023.0,2.0
135,Emp135,LN135,43,Nonbinary,Divorced,Engineering,Data Engineer,5702,High School,2017-06-20,Leave of Absence,28.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10445.5,3.0,2.5,2.0,3.5,2022.5,9.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
136,Emp136,LN136,58,Female,Single,Marketing,Brand Manager,11875,Associate's,2014-02-21,Leave of Absence,52.0,Non-Travel,No,0.0,0.0,0.0,0.0,10447.0,5.0,3.0,4.0,2.0,2023.0,8.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
137,Emp137,LN137,41,Nonbinary,Single,Engineering,DevOps Engineer,16303,Associate's,2018-06-14,Leave of Absence,39.0,Non-Travel,No,0.0,2134.52,24.0,129.0,10449.0,2.6666666666666665,3.6666666666666665,3.0,3.3333333333333335,2022.0,6.0,2023-06-15,Mid-Year,5.0,4.16,3.48,Medium,15.0,No,2023.0,2.0
138,Emp138,LN138,38,Nonbinary,Divorced,Marketing,SEO Specialist,14762,Associate's,2008-11-08,Leave of Absence,115.0,Travel_Rarely,No,0.0,2096.79,31.0,126.0,10452.5,3.25,3.25,2.0,2.5,2021.5,6.5,2023-06-15,Mid-Year,3.0,2.42,2.26,Medium,6.0,Yes,2023.0,2.0
139,Emp139,LN139,33,Male,Divorced,Customer Success,Customer Success Manager,16477,PhD,2011-10-25,Leave of Absence,142.0,Non-Travel,No,0.0,2160.04,22.0,137.0,10456.5,4.5,3.25,3.0,3.5,2021.0,8.5,2023-06-15,Mid-Year,3.0,2.24,2.68,Medium,6.0,No,2023.0,2.0
140,Emp140,LN140,52,Female,Married,Sales,Sales Executive,4851,High School,2012-07-06,Terminated,58.0,Travel_Frequently,No,0.0,2108.2,23.0,114.0,10459.5,5.0,3.5,3.5,5.0,2022.0,2.5,2023-06-15,Mid-Year,3.0,2.65,2.39,Medium,6.0,No,2023.0,2.0
141,Emp141,LN141,59,Female,Single,Sales,Account Manager,17871,PhD,2005-07-18,Active,16.0,Travel_Rarely,Yes,0.0,2137.43,20.0,117.0,10463.0,3.2,3.2,2.4,3.6,2022.0,6.0,2023-06-15,Mid-Year,3.0,2.6,2.76,Low,6.0,No,2023.0,2.0
142,Emp142,LN142,49,Female,Married,Sales,Sales Executive,16860,PhD,2020-12-20,Active,23.0,Travel_Rarely,Yes,0.0,2125.11,20.0,123.0,10467.0,3.6666666666666665,4.666666666666667,2.6666666666666665,3.3333333333333335,2021.6666666666667,3.6666666666666665,2023-06-15,Mid-Year,4.0,3.29,3.85,Medium,10.0,No,2023.0,2.0
143,Emp143,LN143,49,Female,Divorced,Human Resources,HR Specialist,16560,Associate's,2009-07-05,Terminated,69.0,Travel_Frequently,No,0.0,2114.17,19.0,122.0,10470.5,3.5,2.75,4.25,4.0,2021.75,6.5,2023-06-15,Mid-Year,4.0,3.07,3.84,Low,10.0,No,2023.0,2.0
144,Emp144,LN144,22,Female,Single,Engineering,Data Engineer,8586,Bachelor's,2019-05-08,Leave of Absence,19.0,Non-Travel,Yes,0.0,2117.95,26.0,140.0,10474.5,3.5,3.0,2.5,1.75,2022.0,4.75,2023-06-15,Mid-Year,4.0,3.65,3.07,Low,10.0,No,2023.0,2.0
145,Emp145,LN145,21,Female,Single,Customer Success,Support Associate,15354,Associate's,2020-07-17,Active,2.0,Travel_Frequently,No,0.0,2129.18,28.0,127.0,10477.0,4.0,4.0,3.0,5.0,2021.0,10.0,2023-06-15,Mid-Year,4.0,3.89,4.34,Low,10.0,No,2023.0,2.0
146,Emp146,LN146,36,Female,Married,R&D,Lab Technician,8092,Bachelor's,2017-03-11,Active,89.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10480.0,1.8,3.0,2.8,3.0,2022.4,3.4,,,0.0,0.0,0.0,,0.0,,0.0,0.0
147,Emp147,LN147,39,Female,Divorced,Operations,Logistics Coordinator,8695,Master's,2021-07-29,Terminated,20.0,Non-Travel,Yes,0.0,2124.99,30.0,127.0,10483.5,2.5,5.0,4.5,4.5,2021.0,6.0,2023-06-15,Mid-Year,5.0,4.63,4.63,High,15.0,No,2023.0,2.0
148,Emp148,LN148,53,Female,Divorced,Finance,Finance Manager,5195,Associate's,2020-01-14,Terminated,24.0,Non-Travel,Yes,0.0,2116.95,26.0,112.0,10485.0,5.0,5.0,1.0,3.0,2021.0,6.0,2023-06-15,Mid-Year,4.0,2.96,3.07,Medium,10.0,No,2023.0,2.0
149,Emp149,LN149,31,Nonbinary,Divorced,Customer Success,Customer Success Manager,12694,Master's,2013-09-10,Active,136.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10486.5,1.0,3.0,2.5,3.0,2022.5,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
150,Emp150,LN150,38,Male,Divorced,Marketing,Brand Manager,13487,Master's,2016-08-23,Leave of Absence,144.0,Non-Travel,No,0.0,2075.21,19.0,125.0,10489.5,3.0,2.25,2.5,2.5,2022.25,8.0,2023-06-15,Mid-Year,3.0,2.03,2.68,High,6.0,No,2023.0,2.0
151,Emp151,LN151,59,Male,Married,Marketing,Marketing Analyst,6730,Master's,2010-01-02,Active,140.0,Travel_Rarely,No,0.0,2137.72,15.0,128.0,10493.0,2.6666666666666665,3.0,2.6666666666666665,2.0,2021.6666666666667,10.333333333333334,2023-06-15,Mid-Year,1.0,1.08,1.0,Low,0.0,No,2023.0,2.0
152,Emp152,LN152,44,Nonbinary,Married,Marketing,SEO Specialist,18902,Master's,2013-11-16,Leave of Absence,37.0,Non-Travel,Yes,0.0,2132.6,26.0,131.0,10496.0,2.6666666666666665,2.3333333333333335,1.0,3.6666666666666665,2021.3333333333333,10.666666666666666,2023-06-15,Mid-Year,3.0,1.86,3.5,Medium,6.0,No,2023.0,2.0
153,Emp153,LN153,26,Female,Divorced,Human Resources,Recruiter,19259,High School,2009-06-08,Terminated,112.0,Travel_Frequently,Yes,0.0,2190.04,22.0,139.0,10498.5,3.0,4.5,4.0,3.0,2021.0,7.0,2023-06-15,Mid-Year,5.0,4.09,4.59,Medium,15.0,No,2023.0,2.0
154,Emp154,LN154,60,Nonbinary,Married,Operations,Logistics Coordinator,19894,Associate's,2013-01-08,Active,9.0,Travel_Frequently,No,0.0,2117.73,18.0,113.0,10500.0,5.0,1.0,4.0,3.0,2021.0,12.0,2023-06-15,Mid-Year,3.0,2.61,1.7,Low,6.0,No,2023.0,2.0
155,Emp155,LN155,50,Male,Single,Customer Success,Customer Success Manager,9113,Associate's,2014-07-08,Terminated,124.0,Non-Travel,Yes,0.0,2170.18,26.0,124.0,10503.0,4.4,3.0,2.4,4.0,2021.8,3.0,2023-06-15,Mid-Year,4.0,3.57,3.32,Medium,10.0,No,2023.0,2.0
156,Emp156,LN156,47,Nonbinary,Married,Marketing,Brand Manager,14850,PhD,2015-09-01,Active,83.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10506.5,3.5,4.0,3.5,3.5,2022.5,6.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
157,Emp157,LN157,53,Female,Single,Operations,Logistics Coordinator,9989,Associate's,2008-11-20,Terminated,91.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10509.0,4.0,1.0,3.6666666666666665,1.6666666666666667,2021.3333333333333,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
158,Emp158,LN158,40,Female,Married,Engineering,DevOps Engineer,5694,Master's,2021-11-27,Active,146.0,Travel_Rarely,Yes,0.0,2100.33,23.0,118.0,10511.5,3.0,4.0,3.5,2.0,2021.5,4.5,2023-06-15,Mid-Year,5.0,3.44,4.35,Medium,15.0,No,2023.0,2.0
159,Emp159,LN159,51,Female,Divorced,Human Resources,Recruiter,10998,Associate's,2014-12-29,Terminated,66.0,Non-Travel,Yes,0.0,2170.17,23.0,124.0,10513.0,2.0,4.0,4.0,4.0,2021.0,2.0,2023-06-15,Mid-Year,4.0,2.91,2.82,Medium,10.0,No,2023.0,2.0
160,Emp160,LN160,27,Male,Married,It,Network Engineer,15550,Bachelor's,2009-07-14,Active,88.0,Non-Travel,No,0.0,2059.36,30.0,119.0,10514.0,3.0,5.0,1.0,4.0,2023.0,7.0,2023-06-15,Mid-Year,3.0,2.64,2.71,Medium,6.0,No,2023.0,2.0
161,Emp161,LN161,58,Male,Single,Customer Success,Support Associate,3361,Master's,2009-05-24,Leave of Absence,72.0,Travel_Frequently,Yes,0.0,2133.68,31.0,128.0,10517.0,4.4,4.0,3.0,2.8,2021.8,5.8,2023-06-15,Mid-Year,3.0,1.98,2.24,Medium,6.0,Yes,2023.0,2.0
162,Emp162,LN162,42,Female,Divorced,It,Network Engineer,3358,High School,2013-03-15,Terminated,111.0,Travel_Rarely,Yes,0.0,2111.3,19.0,115.0,10521.5,3.25,2.0,3.25,3.75,2022.25,4.0,2023-06-15,Mid-Year,4.0,3.81,3.88,Medium,10.0,Yes,2023.0,2.0
163,Emp163,LN163,45,Male,Married,Human Resources,Recruiter,7719,Bachelor's,2013-07-14,Active,3.0,Travel_Frequently,No,0.0,2135.83,28.0,120.0,10524.0,5.0,4.0,3.0,2.0,2022.0,11.0,2023-06-15,Mid-Year,3.0,2.39,2.74,Medium,6.0,No,2023.0,2.0
164,Emp164,LN164,25,Male,Divorced,Finance,Finance Manager,8516,High School,2006-09-03,Terminated,32.0,Travel_Rarely,No,0.0,2113.33,26.0,113.0,10525.0,1.0,3.0,2.0,5.0,2021.0,11.0,2023-06-15,Mid-Year,2.0,1.51,1.79,Medium,3.0,No,2023.0,2.0
165,Emp165,LN165,40,Male,Single,It,Network Engineer,11122,PhD,2015-01-07,Terminated,115.0,Travel_Frequently,Yes,0.0,2158.34,31.0,129.0,10528.0,2.4,2.2,3.8,3.6,2022.2,3.4,2023-06-15,Mid-Year,3.0,2.28,2.62,Medium,6.0,No,2023.0,2.0
166,Emp166,LN166,47,Male,Single,Engineering,Data Engineer,4994,High School,2008-06-16,Active,38.0,Non-Travel,No,0.0,0.0,0.0,0.0,10531.0,4.0,2.0,5.0,2.0,2021.0,12.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
167,Emp167,LN167,27,Female,Divorced,Customer Success,Support Associate,7872,Associate's,2020-12-13,Active,51.0,Travel_Frequently,Yes,0.0,2135.52,22.0,133.0,10532.0,1.0,4.0,2.0,4.0,2022.0,11.0,2023-06-15,Mid-Year,3.0,2.61,1.47,Low,6.0,No,2023.0,2.0
168,Emp168,LN168,25,Nonbinary,Divorced,Marketing,Brand Manager,19017,PhD,2008-11-17,Terminated,82.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10534.5,2.25,2.5,2.0,4.25,2022.0,6.75,,,0.0,0.0,0.0,,0.0,,0.0,0.0
